Incident Number,Prefix,Incident Title,Incident Description,Incident Resolution,Resolution Team,Status,Status Update Date,Reported By,Institution,Institution Name,Reported Date,Location,Affected Person Department,Resolution Code,Source,Application Priority,Close Date
IN4620698,DUPLICATE, Patient comcare not reflected in NBS Financial Assistance Profile (100253723645),"The NBS system is experiencing slowness with an error message. Steps to reproduce: 1) Log in, 2) Navigate through menus. Actual outcome: Slow response and error message. Expected outcome: Smooth operation without errors. Affects multiple users, impacting productivity.","The root cause was identified as a resource exhaustion issue on one of the shared database clusters that supports multiple NBS applications. A spike in background job executions, triggered by a misconfigured report scheduler, led to unusually high CPU and I/O usage during peak working hours. System performance has returned to normal.",_NBS,CLOSED,7/25/25 12:05 AM,USER26,TTSH,Tan Tock Seng Hospital,7/11/2025 13:49,TTSH_EMER-BLK_B01,Amb - Emergency Medicine,NO ACTION TAKEN,EMAIL,2,7/25/25 12:05 AM
IN7520765,PENDING USER RESOLVE, Error in Recon Charging (100253210560),"The NBS System is experiencing significant lagging with a 'Main Performance Ticket' error message. Steps to reproduce: 1) Log in, 2) Navigate to the reporting module, 3) Attempt to generate a report. Actual outcome: System freezes, and an error message appears. Expected outcome: Smooth performance without errors. This issue affects multiple users, causing delays in report generation and impacting productivity.","The root cause was identified as a resource exhaustion issue on one of the shared database clusters that supports multiple NBS applications. A spike in background job executions, triggered by a misconfigured report scheduler, led to unusually high CPU and I/O usage during peak working hours. System performance has returned to normal.",BILLING_ALL,CLOSED,7/24/25 12:07 AM,USER64,TTSH,Tan Tock Seng Hospital,7/11/2025 14:52,TTSH_NCID-BLKG_L09_WD9F,NUR - Acute Care,WORK AS DESIGN,EMAIL,2,7/24/25 12:07 AM
IN4320781,PENDING USER RESOLVE, 100253743912 Criteria check failed for MCPS even though patient is eligible for scheme,"The MCPS payor code was activated but is showing $0 on the patient's bill. Users expected the system to apply the correct payment amount after activating the code, but it fails to reflect any charges. This issue affects multiple staff members who process patient bills, leading to incorrect billing and manual corrections. The expected outcome was accurate billing with the MCPS payor code applied, but the system currently displays $0, requiring further investigation.","The root cause was identified as a resource exhaustion issue on one of the shared database clusters that supports multiple NBS applications. A spike in background job executions, triggered by a misconfigured report scheduler, led to unusually high CPU and I/O usage during peak working hours. System performance has returned to normal.",PAYORS-CLAIMS_ALL,CLOSED,8/6/2025 0:01,USER68,TTSH,Tan Tock Seng Hospital,7/11/2025 15:08,TTSH_ATR_L06_CLI6B,Amb - Dental Surgery,NO ACTION TAKEN,EMAIL,2,8/6/2025 0:01
IN7520794,PENDING USER RESOLVE, 100248082836 Unable to approve workitem assigned to me - Workitem ID:100000000082924,"The Fiori main page is displaying an error: 'App could not be opened because the SAP UI5 component of the application could not be loaded.' Steps to reproduce: 1) Log in to Fiori, 2) Attempt to access the application. Actual outcome: Error message appears, and the app fails to open. Expected outcome: App should open without errors. This issue affects multiple users, causing disruptions in accessing necessary tools and workflows.","The root cause was identified as a resource exhaustion issue on one of the shared database clusters that supports multiple NBS applications. A spike in background job executions, triggered by a misconfigured report scheduler, led to unusually high CPU and I/O usage during peak working hours. System performance has returned to normal.",UAM_ALL,CLOSED,7/31/25 12:03 AM,USER99,TTSH,Tan Tock Seng Hospital,7/11/2025 15:20,TTSH_MB_L01_BIZ-OFC,Fin - Business Office,CONFIGURATION,EMAIL,2,7/31/25 12:03 AM
IN3520797,PENDING USER RESOLVE, ward 8B R005 Recon Records - that fail to interface to NBS Similar to IN1720393 & IN1720482 & IN1720573 (100251221524),"The Cash Desk Opening Issue is causing delays in daily operations. Steps to reproduce: 1) Log in to the system, 2) Navigate to Cash Desk, 3) Click 'Open Cash Desk.' Actual outcome: System displays an error message and fails to open. Expected outcome: Cash Desk should open smoothly. This issue affects multiple users, disrupting financial operations.","The root cause was identified as a resource exhaustion issue on one of the shared database clusters that supports multiple NBS applications. A spike in background job executions, triggered by a misconfigured report scheduler, led to unusually high CPU and I/O usage during peak working hours. System performance has returned to normal.",BILLING_ALL,CLOSED,7/23/25 12:08 AM,USER69,TTSH,Tan Tock Seng Hospital,7/11/2025 15:26,TTSH_TB_L08_WD8B,NUR - Acute Care,NO ACTION TAKEN,EMAIL,3,7/23/25 12:08 AM
IN7220807,PENDING USER RESOLVE," Manage Patient Bills - User tried to generate test bill for AKU2500075328K but pdf could not be loaded. Proceeded to try again and ended up generating final bill. Earlier generated test bill does not have ""print bill"" button","New users are unable to log in to the NBS. Steps: 1) Users attempt login with correct credentials, 2) Error message appears. Actual outcome: Access denied with an error. Expected outcome: Successful login. Issue affects multiple new users, delaying their onboarding and system access.","The root cause was identified as a resource exhaustion issue on one of the shared database clusters that supports multiple NBS applications. A spike in background job executions, triggered by a misconfigured report scheduler, led to unusually high CPU and I/O usage during peak working hours. System performance has returned to normal.",BILLING_ALL,CLOSED,7/24/25 12:07 AM,USER38,TTSH,Tan Tock Seng Hospital,7/11/2025 15:33,TTSH_MC-BLK_B01_CLIB1C,AH - Occupational Therapy,NO ACTION TAKEN,CHAT,2,7/24/25 12:07 AM
IN8020823,PENDING USER RESOLVE, ward 10D R005 Recon Records - that fail to interface to NBS Similar to IN1720393 & IN1720482 & IN1720573 & IN1720797 (100252480034),"New users are unable to log in to the NBS. Steps: 1) Users attempt login with correct credentials, 2) Error message appears. Actual outcome: Access denied with an error. Expected outcome: Successful login. Issue affects multiple new users, delaying their onboarding and system access.","The root cause was identified as a resource exhaustion issue on one of the shared database clusters that supports multiple NBS applications. A spike in background job executions, triggered by a misconfigured report scheduler, led to unusually high CPU and I/O usage during peak working hours. System performance has returned to normal.",BILLING_ALL,CLOSED,7/22/25 12:10 AM,USER62,TTSH,Tan Tock Seng Hospital,7/11/2025 15:48,TTSH_TB_L10_WD10D,NUR - Acute Care,NO ACTION TAKEN,EMAIL,3,7/22/25 12:10 AM
IN9520881,PENDING USER RESOLVE, 100246198854 Company Insurance iHP Prudential ranked $0 co-payment but partial $$ still drops to Self-Payor,"During testing, the UPOS integration failed to link with the billing system when attempting to process a payment. The issue occurs when trying to reconcile charges, and multiple users across departments are affected. The expected outcome was seamless integration and automatic linking, but instead, the system returns an error message. This issue persists across multiple attempts, preventing successful payment processing.","The root cause was identified as a resource exhaustion issue on one of the shared database clusters that supports multiple NBS applications. A spike in background job executions, triggered by a misconfigured report scheduler, led to unusually high CPU and I/O usage during peak working hours. System performance has returned to normal.",PAYORS-CLAIMS_ALL,CLOSED,7/22/25 12:11 AM,USER69,TTSH,Tan Tock Seng Hospital,7/11/2025 16:38,TTSH_ATR_L01_TTSHAEC,AO - Clinical Ops (Eye) - Clinic,WORK AS DESIGN,EMAIL,2,7/22/25 12:11 AM
IN5320897,PENDING USER RESOLVE, 100253845933 Financial assistance Profile PA Card did not pull over to NBS,"During testing before the NBS go-live, users attempting to log in encountered a 'Login Failed' error after entering credentials. This issue affects multiple test users. The expected outcome was successful access to the NBS dashboard, but instead, an error message appeared. The problem persists across multiple login attempts, preventing test completion.","The root cause was identified as a resource exhaustion issue on one of the shared database clusters that supports multiple NBS applications. A spike in background job executions, triggered by a misconfigured report scheduler, led to unusually high CPU and I/O usage during peak working hours. System performance has returned to normal.",PAYORS-CLAIMS_ALL,CLOSED,7/25/25 12:05 AM,USER83,TTSH,Tan Tock Seng Hospital,7/11/2025 16:58,TTSH_EMER-BLK_B01,Amb - Emergency Medicine,FIXCODE,EMAIL,1,7/25/25 12:05 AM
IN6720906,DUPLICATE, MCPS consent using Service Injury special bill indicator jumped to using NRIC resulting in no amt proposed under MCPS payor when generating test bill for multiple PM Ref IDs,"Cases are not flowing to the uncoded casemix and Mediclaim account WQ. Steps to reproduce: 1) Log in, 2) Navigate to case management, 3) Attempt to transfer cases. Actual outcome: Cases remain uncoded, and an error message appears. Expected outcome: Cases should automatically flow to the correct accounts. This issue affects multiple users, causing delays in processing and reporting.","The root cause was identified as a resource exhaustion issue on one of the shared database clusters that supports multiple NBS applications. A spike in background job executions, triggered by a misconfigured report scheduler, led to unusually high CPU and I/O usage during peak working hours. System performance has returned to normal.",PAYORS-CLAIMS_ALL,INPROG,7/12/2025 3:00,USER67,TTSH,Tan Tock Seng Hospital,7/11/2025 17:05,TTSH_MC-BLK_B01_CLIB1C,AH - Physiotherapy,,PHONECALL,2,
IN7920918,PENDING USER RESOLVE, Charge recon error - CSN not found in NBS (100251074052),"At EDX computers 19A and 19B, the UPOS command bridge is not connected, causing payment processing issues. Users attempted to process transactions but received connection error messages. The expected outcome was successful transaction processing via UPOS, but the system failed. This issue affects all users at these workstations, leading to transaction failures and manual workarounds.","The root cause was identified as a resource exhaustion issue on one of the shared database clusters that supports multiple NBS applications. A spike in background job executions, triggered by a misconfigured report scheduler, led to unusually high CPU and I/O usage during peak working hours. System performance has returned to normal.",BILLING_ALL,CLOSED,7/23/25 12:08 AM,USER21,TTSH,Tan Tock Seng Hospital,7/11/2025 17:22,TTSH_TB_L07_WD7C,NUR - Acute Care,NO ACTION TAKEN,EMAIL,2,7/23/25 12:08 AM
